"Categories"	"Excerpt"	"Long"	"Set"
"4105"	"00000000000000000001000000000000000000000"	"The planning should be done with the compulsory involvement of all the concerned departments i.e. DM, Health, WASH, Procurement/Logistics, Finance, PMER, Y&V and Communications from both PRCS as well as IFRC to ensure clarity regarding the roles and responsibilities, planning and implementation."	0	"training"
"4106"	"00000000000000001000000000000000000000000"	"The platform presented issues after the first groups of cards had been distributed, causing a delay in the activation of the cards that normally take 24-48 hrs. Instead, it took 8-days for the beneficiaries to be able to withdraw their funds."	0	"training"
"4107"	"00000000000000001000000000000000000000000"	"The platform provided by the mobile telephone company, MTN, was extremely important to monitor the cash flow to beneficiaries. In the future, it is important to train the team on the utilization of the platform."	0	"training"
"4108"	"00000000000000000000001000000000000000000"	"The PMER RDRT supported MRCS to further strengthen the monitoring and reporting tools and processes through facilitation of a PMER training, orientation/mentoring on exit survey and PDM, and developing the format for sectoral data collection"	0	"training"
"4109"	"00000000000000000000001000000000000000000"	"The PMER training was facilitated by the PMER RDRT in English language. It was difficult for both facilitator and participants to take the session ahead in the beginning of training due to language barrier. The problem was resolved by hiring a professional translator who had previous experience of working with the MRCS."	0	"training"
"4110"	"00000000010000000000000000000000000000000"	"The political situation in Togo at the time of implementation played a negative role in terms of following the implementation timeline due to regular protests in the streets of major towns. Hence, disrupting all field movements and putting at risk the RC staff and volunteers."	0	"training"
"4111"	"00000000010000000000000000000000000000000"	"The poor state of the roads also delayed the implementation and obliged the team to choose the right vehicles for field trips"	0	"training"
"4112"	"00000000010000000000000000000000000000000"	"The poor state of the roads also obliged the team to choose the right vehicles for field trips to carry shelter and timber for construction."	0	"training"
"4113"	"00000000010000000000000000000000000000000"	"The population as well as the district branch of the RC thinking that the flash flood “will never happen again”."	0	"training"
"4114"	"00000000000000000100000000000000000000000"	"The population increase was far higher than what was planned for the operation leading to inadequate latrines. (WASH)"	0	"training"
"4115"	"00001000000000000000000000000000000000000"	"The population was hesitant to open their homes to strangers given the high levels of insecurity in the area. Furthermore, this door-to-door methodology has been devalued due to its misuse by other organizations unconnected to health prevention."	0	"training"
"4116"	"00000100000000000000000000000010000000000"	"The Post Distribution monitoring and lessons learnt workshop were not conducted due to COVID-19 related restrictions, however there is a plan to conduct the PDM together with the ongoing DREF."	0	"training"
"4117"	"00000000000000000000000000000010000000000"	"The post distribution monitoring suggested that more than 50 per cent of the evacuees left some or all of their relief items behind when they evacuated."	0	"training"
"4118"	"00000000000000000000000000000001000000000"	"The postponement of the presidential election for a week incurred unanticipated additional cost as 15 NDRT were deployed. The NDRT members were then sent back to their respective states because of the uncertainty of when they would be required."	0	"training"
"4119"	"00000100000000000000000000000100000000000"	"The PPE provision among the targeted people, volunteers, and staff helped BDRCS continue its emergency relief support."	0	"training"
"4120"	"00000000000000000000000000000000000000100"	"The practical experience gained by the volunteer teams during this DREF operation, in terms of providing emergency first aid services and emergency relief to the most vulnerable families immediately after the onset of the disaster has contributed to reinforce the volunteer capacity skills and confidence of working with other organizations. (WASH)"	0	"training"
"4121"	"00000000000000100000000000000000000000000"	"The PRC Batanes Chapter is a newly established chapter which only have three manpower, including the Chapter   Administrator. The Batanes Chapter is categorized as Ã¢â‚¬Å“Category DÃ¢â‚¬Â classification with a special fund support from NHQ   since they are unable to generate fund locally which implies that the chapter can cover basic operational costs. The   chapter did not have experienced staff who can support the cash distribution. Thus, PRC technical staff from the   National Headquarters needed to be deployed longer in the field."	0	"training"
"4122"	"00000000000000001000000010000000000000000"	"The PRC coordinated with the Local Government Units to allow cash distribution amidst the COVID-19 restrictions. A pre-identified financial service provider (FSP), PhilPost, previously utilized by the PRC in other operations, was intended to be used for all disbursements. However, at a certain point, it had suspended its operations due to the COVID-19 pandemic. This necessitated the PRC to use alternative Cash in Envelope (CiE) modality. Although the implementation was delayed, the flexibility of the financial procedures of the PRC to adapt to the changing environment in implementing the operation supported in the delivery of services and programmes."	0	"training"
"4123"	"00000100000000000000000010000000000000000"	"The PRC coordinated with the Local Government Units to allow the implementation of the WASH activities amidst the COVID-19 restrictions."	0	"training"
"4124"	"00000100000000000000000000000000000000000"	"The PRC Molecular Laboratories for the COVID-19 testing were an advantage also for this operation. The PRC staff and volunteers continue to benefit from the easy access for COVID-19 testing and contact tracing."	0	"training"
"4125"	"00000100000000000000000000000000000000100"	"The PRC staff and volunteers had to manage multiple operations simultaneously, and the workload was overstretching the resources. Staff, volunteers and their families were also affected by the typhoon and subsequent flooding, while travelling was made difficult by the effects of the typhoon and flooding, as well as by the movement restrictions caused by the COVID-19 pandemic. Also, the threat of the COVID-19 had an impact on the availability of volunteers, as many feared of being infected and further transmitting the virus on to their family members. Necessary quarantine measures further reduced the amount of available personnel to implement the operation. In addition, training of volunteers had been postponed or suspended during the pandemic, which limited the amount of available trained volunteers. In the operation, volunteer exhaustion and fatigue, and absence of debriefing was reported."	0	"training"
"4126"	"00000000000001000000000000000000000000000"	"The PRC Welfare desks have proved to be an effective and efficient means of services to those in need, including RFL. The high visibility of the welfare desks provides an easily identifiable and immediately accessible point of service referral for those requiring support."	0	"training"
"4127"	"00000000000000000001000000000000000000000"	"The PRCS emergency response mechanism should be activated soon after the management agrees on launching of DREF and must start with a full-board meeting involving all the concerned departments in which the “Lessons Learnt” from the previous DREF and PRCS Emergency guidelines for response and SOPs must be considered."	0	"training"
"4128"	"00000010000000000000000000000000000000000"	"The PRCS Guidelines for Emergency Response and SOPs should be developed/updated in order to make them up to date and practical. These should clearly describe to roles and responsibilities and the processes so that in a condition when the team-members are new, they should know how to handle the situation."	0	"training"
"4129"	"00000000000000100000000000000000000000000"	"The pre-positioned stock of tarpaulins was limited, and the length of time needed to procure and ship them was more than four weeks, which meant that the beneficiaries’ demand for these items had decreased by the time they were received."	0	"training"
"4130"	"00000000000001000000000000000000000000000"	"The preparation and use of communication materials for awareness raising among amongst targeted communities."	0	"training"
"4131"	"00000000000000100000000000000000000000000"	"The prepositioned kits in the North West allowed us to respond quickly. The presence of trained volunteers in Nord Ouest made it possible to respond quickly;"	0	"training"
"4132"	"00000000000000000000000000000010000000100"	"The presence of a National Society focal point in the field during the whole duration of the operation is essential for the follow-up of activities."	0	"training"
"4133"	"00000000000000000000001000000000000000000"	"The presence of IFRC staff helped speed up the operation's backlog of tasks."	0	"training"
"4134"	"00000000000000000000000000000000000010000"	"The presence of jeep rental fees served as an alternative solution to facilitate the transport of NFI kits and shelter. (SFI)"	0	"training"
"4135"	"00001000000000000000000000000000000000000"	"The presence of several duplicate telephone numbers in database. The Red Cross sent a team of 30 volunteers to physically cross-check households and ensure the registration of new numbers (one for each household), which caused a delay in the transfer of cash."	0	"training"
"4136"	"00000000000100000000000000000000000000000"	"The presence of the CRCS in communities generated expectations regarding aid and service delivery."	0	"training"
"4137"	"00000000000000000000001000000000000000000"	"The procedures prerequisite to the availability of funds (e-Contract and cash disposal) took too much time; almost a month"	0	"training"
"4138"	"00000000000000000000000000000000000100000"	"The process and methodology of procurement should be carefully and realistically planned keeping in mind the situation and the capacities in order to ensure timely availability of all the required goods for the operation."	0	"training"
"4139"	"00001000000000000000000000000000100000000"	"The process of acquiring a toll-free telephone number to facilitate effective beneficiary feedback and complaint mechanism was proved to be too long and tedious to be achieved within the short period of implementing this operation since it requires approval from the Uganda Communications Commission (UCC)."	0	"training"
"4140"	"00000000000000001000000000000000000000000"	"The process of distribution and usage of vouchers received by the beneficiaries was closely monitored in all the duration of the DREF operation (until November 2018). According to the monitoring results, 87% vouchers received had been used by 20 November 2018."	0	"training"
"4141"	"00000000000000000000000000000000000100000"	"The procurement committee from LRC HQ that conducted the procurement of relief kits (prior to this being offered to be included in second instalment of DREF) did not follow LRC procurement guidelines. There were significant inconsistencies with the procurement process and documentation."	0	"training"
"4142"	"00000000000000000000000000000000000100000"	"The procurement of mosquito nets was not possible due to long delivery time by suppliers which could not fit within the operation timeframe. A request for donation was therefore made to the Ministry of Health to supply the nets but unfortunately, they had run out of stocks through other distributions. (Health)"	0	"training"
"4143"	"00000000000000000000000000000000000100000"	"The procurement procedures which proved to be challenging for the National Society,"	0	"training"
"4144"	"00000000000000000000000000000000000100000"	"The procurement process in getting the financial service provider contract finalized took longer than anticipated (approximately two months). During this period, many affected families adapted their own coping mechanisms."	0	"training"
"4145"	"00000000000000000000000000000000000100000"	"The procurement process took longer than expected and delayed the timely delivery of the response package."	0	"training"
"4146"	"00000000000000000000000000000000000100000"	"The procurement process took quite long and therefore, the branch had to manage some items locally in order to run the operation without any disruption."	0	"training"
"4147"	"00000000000000000000000000000000000100000"	"The procurement value was considered relatively small by local suppliers. Due to this, it was found that local suppliers were reluctant to gather and submit the documents required, therefore procurement process took longer than predicted."	0	"training"
"4148"	"00000100000000000000000000000000000000000"	"The procurement, mainly delivery of blanket and mattress, was delayed due to COVID-19 restriction and nationwide lockdown. Likewise, transportation of relief materials to the affected were affected by the lockdown. Therefore, NRCS faced challenges to distribute these items in time."	0	"training"
"4149"	"00000000000000000000000000000000000100000"	"The procurement, technical specifications, and tender terms regarding food quality and necessary inspections presented some challenges, particularly in terms of the repetitions and numbers of tests to be performed while suppliers waited and pressed for the purchase order."	0	"training"
"4150"	"00000000000000000000000000000000000000010"	"The production of the materials used during trainings (epidemiological bulletin), which focused on epidemiological data provided by the Ministry of Health, encouraged participants to seek accurate information throughout the operation."	0	"training"
"4151"	"00000000000000000000001000000000000000000"	"The production of the visibility materials was delayed as the necessary funding arrived late in the operation, requiring the NRC to request credit for the development of the radio spots and visibility materials."	0	"training"
"4152"	"00001000000000000000000000000000000000000"	"The project had contributed to the increased availability of maternal and child health services"	0	"training"
"4153"	"00000000000000000000001000000000000000000"	"The project implementation always needs the presence of a specialist to monitor the activities and to reorient based on the difficulties found on the ground. With regards to this operation, the presence of the WASH specialist was an added value. The RDRT and the NRCS WASH and Disaster Management Coordinator were all involved in the implementation of the activities and contributed in training volunteers in WASH and relief areas. They equally provided technical support during implementation of activities. The NRCS also involved the DM coordinator for the relief distribution."	0	"training"
"4154"	"00000100000000000000000000000000000000100"	"The prolonged operation and due to concurrent emergency response due to COVID-19 situation, staff and volunteers were exhausted. Identifying and timely sourcing of PPE for the actual volcano and PPE for COVID-19 was challenging."	0	"training"
"4155"	"00000000000000000000000000000100000000000"	"The protective equipment (gloves, mufflers) being insufficient for all the volunteers, they were obliged to take turns to carry out the disinfection activity"	0	"training"
"4156"	"00000010000000000001000000000000000000000"	"The provincial branches need to be better and more strongly supported by ARCS HQ in the field, through better coordination structure, with clear and defined role and functions to implement the operations in complex emergency environment."	0	"training"
"4157"	"00000000010000000000000000000000000000000"	"The provision of good communication and early warning & early action between the branch and HQ during the initial stages of the situation and disaster response."	0	"training"
"4158"	"00000000000000000100000000000000000000000"	"The provision of shelter support also faced challenges in obtaining accurate needs because the number of migrants kept changing due to spontaneous departures. To address this situation, needs assessment was continuously conducted along with the process of service delivery, and at the same time, feedback from the migrants on the project implementation was collected."	0	"training"
"4159"	"00000000000010000000000000000000000000000"	"The provision/distribution of the deployment kits occurred at the end of the operation because the local procurement took some time. The deployment kits could not be used during the most active period of the operation. To increase the efficiency of relief activities, some deployment kits need to be prepositioned in the DP warehouses."	0	"training"
"4160"	"00000000000001000000000000000000000000000"	"The proximity of the underground water has made it difficult to dig pits for latrines. This fact required an improvement in the technique used. (WASH)"	0	"training"
"4161"	"00000000000001000000000000000000000000000"	"The PSS line is a real strength among National Society volunteers in general. The challenge is to continue providing dynamic and specific tools to volunteers to enable them to carry out PSS sessions for the communities. The updating and innovation of PSS tools is a goal in this area, as is the implementation of peer monitoring actions"	0	"training"
"4162"	"00000100000000000000000000000000000000000"	"The PSS officer who was the only expert available was committed to closing out refugee response activities in the South Sudanese refugee operation in West Nile and could not be available in short notice to support the training activities in Eastern Uganda."	0	"training"
"4163"	"00000000000000000000000000000000000000100"	"The Psychological First Aid training is supposed to be conducted for any volunteers prior to deployment. It helps volunteers manage work pressure, conduct self-care as well as have personal confident when carrying their tasks to target communities especially in full-grief situation as in measles operations."	0	"training"
"4164"	"00000000000001000000000000000000000000000"	"the quality of the packaging and number of items for the Hygiene Kits and the Cleaning Kits was an issue after inspection upon delivery."	0	"training"
"4165"	"00001000000000000000000000000000000000000"	"The quantity of Aquatabs did not cover the needs in the field due to the reduction of the budget during the final discussions before the approval of the DREF."	0	"training"
"4166"	"00000100000000000000000000000000000000000"	"The quarantine established by the government hindered access to the communities for a limited time."	0	"training"
"4167"	"00000000000000000000100000000000000000000"	"The questions had to be adapted to the field, since for example, security was not a matter in any of the villages visited. Therefore, the question related to security had to be shortened in order to be more time effective. We must mention Image 10. During Post-distribution monitoring. People in Kabardinka share their experience of surviving during floods. Local administration accompanied IFRC and Russian Red Cross during PDM. Photo by IFRC. the limitations of the questionnaire, which were (a) the extreme poverty most of the affected people live in, therefore they were grateful to any kind of help they were given, and they could not really articulate their needs the way we thought they could. They simply needed everything. (b) The significant damages in the house structures and furniture which have caused a greater problem for the inhabitants to focus on. (c) The need to avoid raising all kinds of expectations, given the unsolved living situation of some of the respondents and our inability to give or to influence any solution to their living problems"	0	"training"
"4168"	"00000000000000001000000000000000000000000"	"The RCS has started dialog with FSPs but negotiations could not be finished until funds were received from IFRC, as FSPs needed to know the exact transfer value in local currency (RSD) to determine the transfer rate. Later on, FSP suppliers were not responsive in September, since the COVID-19 restrictions were lifted that month and many employees took their holidays."	0	"training"
"4169"	"00000000000100000000000000000000000000000"	"The RCST branches in both districts have a positive image overall."	0	"training"
"4170"	"00000000000000100000000000000000000000000"	"The RCST disaster response was considered relevant and successful, however, knowledge should be refreshed continuously;"	0	"training"
"4171"	"00000000000000000000001000000000000000000"	"The RDRT arrived on 15 February 2019 for a period of three weeks which was challenging in terms of time. Therefore, the trainings for the volunteers were organized on the week of 25 February, which was the earliest time possible."	0	"training"
"4172"	"00000100000000000000000100000000000000000"	"The real challenge was the multitude of meetings that were frequently organized within the framework of several ongoing operations in the country and in which both the Central African Red Cross and the International Federation were involved. Also, with the COVID-19 situation, many face-to-face meetings have been replaced by virtual meetings."	0	"training"
"4173"	"00000000000000000000000000000010000000000"	"The recommendation for MRCS to train more staff and volunteers on MHPSS, and for MRCS to provide training on CEA and feedback mechanism using the regional feedback tools and templates to MRCS staff and volunteers, to improve the community engagement and accountability for the response operations. With the current movement restriction, the training will have to be designed as an online training."	0	"training"
"4174"	"00000000000000000000000000000010000000000"	"The recommendation would be to consider incorporating lessons learnt workshop as part of the activities in the DREF EPoA as well as in the budget to draw in-depth learning. Indeed, this needs to be planed from the onset of a disaster, even when it is a preparedness operation."	0	"training"
"4175"	"00001000000000000000000000000000000000000"	"The recreational activities used to craft hygiene promotion strategies are useful for building close ties with children and adolescents and provide an opportunity to listen to their voices and give them prominence throughout the intervention."	0	"training"
"4176"	"00000000010000000000000000000000000000000"	"The refugees were in extremely enclosed sites and accessing them was a real challenge. In fact, the DRC RC had to use canoes and bicycles to transport the NFIs to the beneficiaries. Moreover, existing roads were impassable due to the rainy season."	0	"training"
"4177"	"00000000000000000000000010000000000000000"	"The Regional Committee in Nord Est erroneously distributing two jerry cans per family and its mistaken belief that additional stock to address these needs was due to arrive posed logistical problems to the operation; because of this error, the Regional Committee attempted to cover the beneficiaries’ immediate needs through the distribution of one jerry can per family"	0	"training"
"4178"	"00000000000000000000000000000000000000010"	"The registration strategies designed with volunteer staff took time."	0	"training"
"4179"	"00001000000000000000000000000000000000000"	"The rehabilitated water points as well as the constructed latrines were formally handed over to the communities, especially the WASH committees, in charge of their maintenance. However, the maintenance might be challenging because there are no craftsmen recognized by villages’ leaders. Additionally, the prices of spare parts are very high, especially for communities already weakened by poverty and a precarious food situation."	0	"training"
"4180"	"00000000000000000100000000000000000000000"	"The remaining 52 wells were not disinfected because of funding issues. The budget allocated to the disinfection was insufficient, therefore volunteers could not complete their work"	0	"training"
"4181"	"00000000010000000000000000000000000000000"	"The remoteness of communities and the difficulty in accessing communities in higher-lying areas of Sierra del Barahuco was a problem. Given their location, in many cases these can only be accessed using domesticated animals or on foot."	0	"training"
"4182"	"00000000010000000000000000000000000000000"	"The remoteness of the affected districts with vast distances apart and bad roads, took time for the completion of targeted household registration and verification. This in turn delayed the disbursement of the UMCT."	0	"training"
"4183"	"01000000000000000000000000000000000000000"	"The replenishment of materials and consumables for pre-hospital care teams should be provided during an operation on time. It is necessary to have an operational staff management and response plan for these scenarios."	0	"training"
"4184"	"00010000000000000000000000000000000000000"	"The replenishment of the family tents was delayed due to the UN sanctions as it included the metal framework"	0	"training"
"4185"	"00000000000000000000000000000001000000000"	"The representatives of the branches should be requested to sign an agreement for the emergency response activities/ projects prior to the start of activities. This is a condition that is required for the reception of emergency funds."	0	"training"
"4186"	"00000000000000100000000000000000000000000"	"The request for 1,500 volunteers by the Disaster Management and Mitigation (DMMU) unit under the Office of the Vice President to beef up the operation was beyond existing pool of ZRCS volunteers. The recruitment process was rushed and compromised on the quality of volunteers recruited, although this recruitment was necessary to meet the request of the DMMU. Recruitment exercise was done by ZRCS local branch of Lusaka through the Volunteers Aid Units at community level. A total of 1,500 volunteers were recruited and deployed for 18 days (1st to 18th December 2017). (WASH)"	0	"training"
"4187"	"00000000000000000000000000000000000100000"	"The request for quotation documents for the procurement of WASH materials were launched on 30 October 2020. The launch of these logistical procedures was delayed due to the unstable situation following the presidential elections in October 2020."	0	"training"
"4188"	"00000000000001000000000000000000000000000"	"The responders, such as the Municipality, were also affected and required PSS"	0	"training"
"4189"	"00000100000000000000000000000000000000000"	"The response was faced with several challenges posed by the COVID-19 pandemic in Armenia. The form of communication needed to be adjusted to the safety measures, which caused challenges in engaging with the affected people through face-to-face interactions. This hindered the ARCS to proactively observe mental health and psychosocial conditions arisen as a consequence of the disaster. Furthermore, the distributions were primarily influenced by the COVID-19 risks, which led to an extension of the implementation period by one month."	0	"training"
"4190"	"00000000000000000100000000000000000000000"	"The restriction of movement also meant greater reliance on other assessment information, which did not reflect the needs seen once on the ground to distribute."	0	"training"
"4191"	"00000000000000000000000000000010000000000"	"The retention of knowledge and processes has been identified as key to learning outcomes especially at the conclusion of operations. As such, MRC is looking into this area and will be exploring established means and practices to ensure that lessons learned are collated throughout the duration of the operation across the various thematic areas, and to continue contributing its experiences to both the local humanitarian scene and in the region."	0	"training"
"4192"	"00000000010000000000000000000000000000000"	"The road conditions between Sirakoro and Kita was in bad conditions. It was therefore challenging for Red Cross volunteers’ trainers to join the training area"	0	"training"
"4193"	"00000000010000000000000000000000000000000"	"The road segment between Kita and Sirakora was difficult of access."	0	"training"
"4194"	"00000000010000000000000000000000000000000"	"The roads were in very poor condition due to the rainy season."	0	"training"
"4195"	"00000000000001000100000000000000000000000"	"The roofing materials distributed to the beneficiaries were not enough to completely cover back the roofs of some of the destroyed houses due to large dimension sizes. GRCS has recommended to IFRC that in any future related DREF operation, distribution of materials be based on the required quantity rather than a blanket distribution."	0	"training"
"4196"	"00001000000000000000000000000000000000000"	"The rural people have difficulty in consuming water with Aquatabs because of the taste. Thanks to the Niger Red Cross volunteers, after conducting sensitization sessions, the rural communities have understood the importance of using Aquatabs and they are now requesting more-- The RC donation covered two months consumption and UNICEF donation covered the gap for a month."	0	"training"
"4197"	"00000000000000000000000000000100000000000"	"The safety instructions were distributed together with the humanitarian aid and it proved to be efficient: RRCS is to improve the templates for instructions and to develop several instructions for regional branches of RRCS for various emergencies."	0	"training"
"4198"	"00000000000000100000000000000000000000000"	"The scale of the disaster was highly unusual for Kerala, and disaster response capacities at IRCS branch and district levels were limited."	0	"training"
"4199"	"00000000000000000100000000000000000000000"	"The scope of the disaster and the remote distance of the operational sites coupled with the poor communication were the main challenges facing the SRCS branches during the response process (Shelter)"	0	"training"
"4200"	"00000000010000000000000000000000000000000"	"The scope of the disaster was wider that initially reported and access to some of the affected localities was very difficult. As a result, it was not possible to reach all the affected populations"	0	"training"
"4201"	"00000000000000000000000000000000000100000"	"The second challenge is the fact the IFRC does not have preposition essential emergency items in Niger. The lesson learned from this operation is that, after the approval of the DREF, we had to order emergency items from Las Palmas. This took almost two months before the items reached Niger. In addition, due to the delays caused by the Customs services, the items were available for the distribution four months after the disaster. Knowing that the DREF is an emergency operation, this is no longer suitable for the intervention."	0	"training"
"4202"	"00001000000000000000000000000000000000000"	"The second challenge was the use of the tablets. The beneficiaries had never used tablets for water purification. It was therefore very important to guide them on the usage. Many questions were raised on the issue, but volunteers have clarified them and finally the beneficiaries learned to use them correctly and are now asking for more."	0	"training"
"4203"	"00000000000000000000000000000100000000000"	"The security conditions under which NRC operated did not allow it to prepare for a situation such as this one. There was no security plan in place for NRC volunteers, necessitating the establishment of guidelines to ensure their safety and wellbeing during the crisis."	0	"training"
"4204"	"00000000000000000000000000000100000000000"	"The security restriction due to the existing conflicts also limited the movement and added further restrictions to the already challenges related to logistics"	0	"training"
"4205"	"00000000000000000000000000000100000000000"	"The security situation in country remains as the main challenge during the implementation of the operation."	0	"training"
"4206"	"00000000000000000000000000000100000000000"	"The security situation in country remains the main challenge during the implementation of the operation."	0	"training"
"4207"	"00000000000000000000000000000100000000000"	"The security situation in some of the volatile areas made access difficult for humanitarian actions. In some cases, volunteers were prevented by protesters from administering first aid treatment to the injured or assisting in evacuation to health facilities. However, with the Red Cross volunteers based in some of these communities coupled with the fact that the Red Cross is well respected and accepted among the population as an impartial and non-partisan organization, volunteers wearing their bibs and other visibility tools were able to have access to these communities."	0	"training"
"4208"	"00000000000000000000000100000000000000000"	"The security training proposed to the Movement partners in Haiti proved to have an important impact on security preparedness of RCRC staff working in the country."	0	"training"
"4209"	"00000000000000000000000000010000000000000"	"The selection of carpenters from the affected communities and the involvement of community members created room for trust and ownership of the operation. This has given the Red Cross more recognition in such communities"	0	"training"
"4210"	"00000000000000000010000000000000000000000"	"The selection process of districts should have been more stringent in order to reach out to the most vulnerable and marginalized areas."	0	"training"
"4211"	"00001000000000000000000000000000000000000"	"The Senegalese Red Cross staff and volunteers are not well equipped in knowledge regarding Community   Engagement and Accountability (CEA)"	0	"training"
"4212"	"00000000000000000000000000000000000000010"	"The sensitization brigade was never activated as originally thought and designed."	0	"training"
"4213"	"00001000000000000000000000000000000000000"	"The sensitization of the population on the values and principles of the Red Cross and on peaceful coexistence contributed to the smooth running of the elections."	0	"training"
"4214"	"00001000000000000000000000000000000000000"	"The setting up of 11 committee through each locality amongst the local population helped address high community sensitivity and supported to gain their full involvement in implementation of activities."	0	"training"
"4215"	"00000000010000000000000000000000000000000"	"The setting-up of Early Warning Systems (EWs) in some communities and strengthening the existing ones may be   relevant in disaster preparedness."	0	"training"
"4216"	"00000000000000000000000000000010000000000"	"The sharing of experiences/lessons learned between volunteers regionally (i.e. via Webinar) would further enhance the capacity of volunteers. There are many DREF operations throughout Middle East & North Africa, and given the travel restrictions, due to COVID-19, it would be beneficial for volunteers to learn from the experiences of other Middle East & North Africa RC Volunteers, to strengthen their own practice."	0	"training"
"4217"	"00000000000000001000000000000000000000000"	"The sharp increase in prices of basic commodities and goods reduced the purchasing value of the cash grants among the beneficiary households. The value of the cash transfer was adjusted to SYP 250,000 from SYP 200,000 but this increase did not make up for the steep price hike."	0	"training"
"4218"	"00001000000000000000000000000000000000000"	"The shelter standard should meet the privacy & dignity requirements for women, people with disability and other vulnerable people."	0	"training"
"4219"	"00000000000000000010000000000000000000000"	"The shelters support activities should have targeted the whole camp instead of only care givers to avoid stigmatization. (Shelter)"	0	"training"
"4220"	"00000000100000000000000000000000000000000"	"The shipment of the cards was retained in Customs for almost two weeks, which impaired the team in testing a card and produce guidance materials with the precise information on the use of the cards at ATMs, on time for distributions."	0	"training"
"4221"	"00000000010000000000000000000000000000000"	"The shortest distance from the affected villages to areas where TRCS and IFRC surge personnel seek accommodation is at least 90 kilometres one way on an extremely rough road. For the team to be on the ground by 9 am in the morning, the team had to leave their hotels at around 6 am and return from the field at around 5 pm. Sometimes, especially during mobile cinema days, the team had to leave the villages at 9 pm. The villages are not connected to mobile network coverage and in case of rains, the road becomes impassable."	0	"training"
"4222"	"00000000010000000000000000000000000000000"	"The situation in the country led to the temporary suspension of operational activities."	0	"training"
"4223"	"00000000010000000000000000000000000000000"	"The size of the area to be covered. It should be noted that not only is the department of Mayo Danay very vast, but also to access certain localities like Maga, it is necessary to leave Yagoua (the capital of the department) to go to Maroua (capital of the department of Diamaré) before returning to Maga. Yagoua is directly connected to the locality of Kai-kai, but the two localities are very distant and in Kai-kai, there are no logistical arrangements, so the team was forced to return to Yagoua for accommodation."	0	"training"
"4224"	"00001000000000000000000000000000000000000"	"The social dynamics, dialect, cultural practices, and identities on the island are different from those on the Colombian mainland. The response to the needs of children and adolescents required participation of local actors, the Mayor's Office, teachers, and community leaders. The CRCS protection team coordinated with the Secretariat of Social and Community Development, the Secretariat of Government and OCHA for support, as well as a focal point from the island."	0	"training"
"4225"	"00000000000000000000100000000000000000000"	"The speed in the processing of accounting information facilitated the transfer of remaining funds."	0	"training"
"4226"	"00000000000000000100000000000000000000000"	"The spread of the outbreak to other municipalities affected planned activities, which required an expanded response to better respond to the actual needs"	0	"training"
"4227"	"00010000000000000000000000000000000000000"	"The SRCS is a volunteer based organization which work at the grassroot level and hold auxiliary role to the Government. This role puts SRCS in a unique position to advice government on community-based programming as well as help facilitating coordination with other stakeholders and partners."	0	"training"
"4228"	"00000000000010000000000000000000000000000"	"The SRCS should implement a preparedness line of intervention to ensure preparedness for future emergency operations."	0	"training"
"4229"	"00001000000000000000000000000000000000000"	"The SRCS should maintain effective and continuous communication with affected areas’ community leaders must be included as they are the direct link between the affected families and the response entities."	0	"training"
"4230"	"00000000000001000000000000000000000000000"	"The SRCS to encourage more community actions such as « cleaning day »"	0	"training"
"4231"	"00000000000000000000000010000000000000000"	"The staff of the National Community Health Program continued to implement measures aligned to the standards of the Ministry of Public Health; receiving its feedback on the results obtained. Consultations and interventions were carried out together with community leaders and municipal authorities"	0	"training"
"4232"	"00000000000000000000000000000000000100000"	"The standard quality of relief items specified by PMI HQ were quite high, therefore it was quite challenging to be met by local suppliers."	0	"training"
"4233"	"00000000000000000000000000000000000000010"	"The standardization process for communication materials (form and content) between different national, international, public and private actors took an extended amount of time"	0	"training"
"4234"	"00000000000000000000000000000000000000100"	"The stressful environments to which volunteers are exposed during this type of scenario can be difficult to deal with if they lack the right tools."	0	"training"
"4235"	"00000000010000000000000000000000000000000"	"The sudden death of the president necessitated an adaptation of the implementation strategy and deployment of additional resources to cover the entire country. The additional resources allowed for better monitoring of the development of the overall situation in the country."	0	"training"
"4236"	"00000000000000000000000000000000010000000"	"The supply chain has to be improved, including the whole procedures with tendering, procurement procedures, warehouse service/packing, delivering to the sites and distribution."	0	"training"
"4237"	"00000000000000100000000000000000000000000"	"The support from IFRC was useful for the DRC Red Cross Uvira branch since this was their first experience with DREF operation in such area of intervention despite the experience they have, working with ICRC in the ECOSEC field. In areas such as Uvira, were DRC Red Cross doesn’t have experience in implementation of DREF operation, the DRC Red Cross would need support from other Movement partners with experienced staff for implementation in the selected sector in order to build the capacity of volunteers."	0	"training"
"4238"	"00000000000000100000000000000010000000000"	"The support provided by school and community leaders through the alliances that were established bolstered the field activities planned and coordinated by the Red Cross operational teamBranches require greater guidance and strengthening on the drafting of their narrative and financial reports."	0	"training"
"4239"	"00000000000000000000001000000000000000000"	"The surge deployment for the SDB was well thought through; the training was sufficient and there is retention of knowledge. (Health)"	0	"training"
"4240"	"00000000000000000000000111000000000000000"	"The synergy of action established by the NRCS with the support of the IFRC and other implementing partners in the identification and referral system of severe cases has contributed significantly to the achievement of project-level indicators and the concerned health centres. The NS was in charge of identifying people with health problems at community level and referring them to the nearest health centres where they were received by head of the Health Centres, MSF and APBE (a local NGO sponsored by the UNHCR) for treatment. It was a good idea to establish a direct partnership with the Health Centres for medical support."	0	"training"
